age,chulNo,daySerial,hrName,hrNo,meet,name,nopassReason,owName,owNo,passFlag,reason,rider,sex,trName,trNo,trainDate,trainNo
2,4,28,백록황후,3107515,제주,한국,진입불량,조경수,116005,불합격,출발지정(신),김준호(소속기수),암,강태종,002036,20260415,2
4,1,28,무림여왕,3104619,제주,한국,-,신상섭,206027,합격,출발지정(재),문현진(타조기수),암,신경호,002018,20260415,3
2,1,27,한라군자,3107854,제주,한국,-,한성택,001066,합격,출발미합(신),김홍권(소속기수),수,강영진,002033,20260412,1
3,2,27,전설마루,3108144,제주,한국,발진불량,김창균,124030,불합격,출발미합(신),이성민(소속기수),거,고영덕,002026,20260412,1
3,3,27,목선동,3108049,제주,한국,-,김형훈,116014,합격,출발미합(신),전현준(소속기수),암,최기호,002030,20260412,1
2,4,27,서귀제일,3107925,제주,한국,-,서귀포시축협,206046,합격,출발미합(신),김경휴(소속기수),수,변용호,002013,20260412,1
6,5,27,청룡도,3101652,제주,한국,-,조경수,116005,합격,출발지정(재),박성광(소속기수),거,이태용,002034,20260412,1
3,6,27,황해여제,3107540,제주,한국,-,강기정,214799,합격,출발지정(재),문현진(타조기수),암,이준호,002029,20260412,1
2,1,26,청풍제주,3107826,제주,한국,-,김창균,124030,합격,출발미합(신),김홍권(소속기수),거,강영진,002033,20260408,1
6,2,26,청룡도,3101652,제주,한국,발진불량,조경수,116005,불합격,출발지정(재),강수한(타조기수),거,이태용,002034,20260408,1
4,3,26,제주짱,3105267,제주,한국,-,김중은,116059,1차합격,출발지정(재),양민재(타조기수),거,한상배,002023,20260408,1
2,4,26,행복덩어리,3108232,제주,한국,-,변창순,001069,1차합격,출발지정(재),박성광(소속기수),수,이태용,002034,20260408,1
3,5,26,황해여제,3107540,제주,한국,진입불량,강기정,214799,불합격,출발지정(재),문현진(타조기수),암,이준호,002029,20260408,1
2,1,26,타노스,3109458,제주,한국,-,이지우,112159,합격,출발미합(신),한영민(소속기수),거,김태준,002032,20260408,2
2,2,26,천지태풍,3107609,제주,한국,-,오춘광,001061,합격,출발미합(신),곽석(타조기수),거,강대은,002027,20260408,2
3,3,26,목선동,3108049,제주,한국,발진불량,김형훈,116014,불합격,출발미합(신),전현준(소속기수),암,최기호,002030,20260408,2
2,4,26,서귀제일,3107925,제주,한국,발진불량,서귀포시축협,206046,불합격,출발미합(신),김경휴(소속기수),수,변용호,002013,20260408,2
2,5,26,한라군자,3107854,제주,한국,진입불량,한성택,001066,불합격,출발미합(신),김홍권(소속기수),수,강영진,002033,20260408,2
3,6,26,전설마루,3108144,제주,한국,발진불량,김창균,124030,불합격,출발미합(신),이성민(소속기수),거,고영덕,002026,20260408,2
6,1,26,청룡도,3101652,제주,한국,-,조경수,116005,1차합격,출발지정(재),강수한(타조기수),거,이태용,002034,20260408,3
4,2,26,제주짱,3105267,제주,한국,-,김중은,116059,합격,출발지정(재),양민재(타조기수),거,한상배,002023,20260408,3
2,3,26,행복덩어리,3108232,제주,한국,-,변창순,001069,합격,출발지정(재),박성광(소속기수),수,이태용,002034,20260408,3
3,4,26,황해여제,3107540,제주,한국,-,강기정,214799,1차합격,출발지정(재),문현진(타조기수),암,이준호,002029,20260408,3
3,1,25,서부용사,3105002,제주,한국,-,부건영,116021,합격,출발미합(신),임재광(소속기수),거,심도연,002031,20260405,1
2,2,25,천지태풍,3107609,제주,한국,출발불량,오춘광,001061,불합격,출발미합(신),한영민(타조기수),거,강대은,002027,20260405,1
2,3,25,청풍제주,3107826,제주,한국,출발불량,김창균,124030,불합격,출발미합(신),김홍권(소속기수),거,강영진,002033,20260405,1
2,4,25,서귀제일,3107925,제주,한국,출발불량,서귀포시축협,206046,불합격,출발미합(신),김경휴(소속기수),수,변용호,002013,20260405,1
2,1,25,힐링누리,3108046,제주,한국,-,신우,121045,합격,출발미합(신),이성민(소속기수),암,고영덕,002026,20260405,2
3,2,25,목선동,3108049,제주,한국,출발불량,김형훈,116014,불합격,출발미합(신),전현준(소속기수),암,최기호,002030,20260405,2
2,3,25,유쾌한,3109291,제주,한국,-,서귀포시축협,206046,합격,출발미합(신),김한남(소속기수),암,김길홍,002038,20260405,2
2,4,25,추격자,3107537,제주,한국,조교불충분,임상관,001118,출전취소,출발미합(신),양민재(소속기수),거,한상배,002023,20260405,2
14,5,25,원당봉,3014189,제주,한국,-,김용재,116006,합격,출발지정(주),박성광(소속기수),거,이태용,002034,20260405,2
3,1,24,용달이,3104610,제주,한국,-,양근재,106203,합격,출발미합(신),정명일(소속기수),수,문성호,002039,20260401,1
2,2,24,동백하늘,3107324,제주,한국,-,양우선,121041,합격,출발미합(신),김준호(소속기수),거,강태종,002036,20260401,1
3,3,24,초대박,3107364,제주,한국,-,김창식,001182,합격,출발미합(신),한영민(소속기수),거,김태준,002032,20260401,1
2,4,24,리더형,3108443,제주,한국,-,이충헌,121040,합격,출발미합(신),김다영(소속기수),거,윤호상,002041,20260401,1
2,5,24,추격자,3107537,제주,한국,진입불량,임상관,001118,불합격,출발미합(신),양민재(소속기수),거,한상배,002023,20260401,1
2,1,24,종횡무진,3107846,제주,한국,-,백마,124034,합격,출발미합(신),문현진(소속기수),거,고영덕,002026,20260401,2
3,2,24,목선동,3108049,제주,한국,출발불량,김형훈,116014,불합격,출발미합(신),전현준(소속기수),암,최기호,002030,20260401,2
2,3,24,해피초원,3108248,제주,한국,-,송자민,001121,합격,출발미합(신),박성광(소속기수),암,이태용,002034,20260401,2
2,4,24,백록황후,3107515,제주,한국,-,조경수,116005,합격,출발미합(신),김준호(소속기수),암,강태종,002036,20260401,2
2,5,24,강산,3107351,제주,한국,-,고임계,001185,합격,출발미합(신),한영민(소속기수),암,김태준,002032,20260401,2
2,1,23,무림미소,3107347,제주,한국,-,신우,121045,합격,출발지정(신),강수한(소속기수),암,김길홍,002038,20260329,1
3,2,23,하늘의문,3107550,제주,한국,출발불량,신우,121045,불합격,출발미합(신),김다영(소속기수),거,윤호상,002041,20260329,1
2,3,23,기세찬,3107372,제주,한국,-,강성호,001101,합격,출발미합(신),곽석(소속기수),거,김대연,002042,20260329,1
2,4,23,가속의힘,3107849,제주,한국,-,고영조,001057,합격,출발미합(신),곽용남(타조기수),암,문성호,002039,20260329,1
2,5,23,캐논걸,3108669,제주,한국,-,박병철,116019,합격,출발미합(신),김준호(타조기수),암,강대은,002027,20260329,1
2,6,23,제왕성,3109457,제주,한국,-,송문관,206026,합격,출발미합(신),장우성(소속기수),암,윤덕상,002021,20260329,1
3,7,23,색달파워,3107602,제주,한국,-,강승호,116007,합격,출발지정(재),양민재(타조기수),거,윤호상,002041,20260329,1
3,1,22,바리오름,3107482,제주,한국,-,김용수,001006,합격,출발미합(신),이동준(타조기수),암,강태종,002036,20260325,1
2,2,22,검호,3107307,제주,한국,-,제주홀스,124037,합격,출발미합(신),곽용남(타조기수),수,문성호,002039,20260325,1
3,3,22,프레스토,3105330,제주,한국,-,김덕문,124046,합격,출발미합(신),김다영(소속기수),암,윤호상,002041,20260325,1
3,4,22,전설바람,3104747,제주,한국,-,김무현,001105,합격,출발지정(신),박성광(소속기수),수,이태용,002034,20260325,1
2,5,22,가속의힘,3107849,제주,한국,발진불량,고영조,001057,불합격,출발미합(신),정명일(소속기수),암,문성호,002039,20260325,1
2,6,22,수자기,3107502,제주,한국,-,김창식,001182,합격,출발미합(신),강수한(타조기수),거,윤호상,002041,20260325,1
3,7,22,가온천하,3105270,제주,한국,-,조태만,001194,1차합격,출발지정(재),김홍권(소속기수),거,강영진,002033,20260325,1
3,8,22,색달파워,3107602,제주,한국,진입불량,강승호,116007,불합격,출발지정(재),양민재(타조기수),거,윤호상,002041,20260325,1
3,1,22,가온천하,3105270,제주,한국,-,조태만,001194,합격,출발지정(재),김준호(타조기수),거,강영진,002033,20260325,2
3,2,22,색달파워,3107602,제주,한국,-,강승호,116007,1차합격,출발지정(재),양민재(타조기수),거,윤호상,002041,20260325,2
2,1,21,전승퀸,3107394,제주,한국,-,조종호,001040,합격,출발미합(신),한영민(타조기수),암,강대은,002027,20260322,1
2,2,21,장전고수,3107874,제주,한국,-,양용택,206030,합격,출발미합(신),김한남(소속기수),거,김길홍,002038,20260322,1
3,3,21,전설바람,3104747,제주,한국,출발불량,김무현,001105,불합격,출발지정(신),박성광(소속기수),수,이태용,002034,20260322,1
3,4,21,프레스토,3105330,제주,한국,출발자세불량,김덕문,124046,불합격,출발미합(신),김다영(소속기수),암,윤호상,002041,20260322,1
2,5,21,순식간,3108458,제주,한국,-,오치영,217123,합격,출발지정(신),곽용남(소속기수),암,김대연,002042,20260322,1
2,6,21,청풍위너,3107910,제주,한국,-,김창균,124030,합격,출발미합(신),김준호(소속기수),거,강태종,002036,20260322,1
3,7,21,영웅킹,3105238,제주,한국,-,명가,121043,합격,출발지정(주),전현준(타조기수),거,변용호,002013,20260322,1
3,8,21,색달파워,3107602,제주,한국,진입불량,강승호,116007,불합격,출발지정(재),양민재(소속기수),거,윤호상,002041,20260322,1
2,1,29,루나크라운,0060839,부산경남,호주,-,류화영,113115,합격,출발미합(신),김혜선(조교사),암,김혜선,070292,20260418,1
4,2,29,팬텀킹,0051774,부산경남,한국,진입불량,김호영,115009,불합격,출발지정(재),이충훈(주로조교),거,토마스,070194,20260418,1
2,3,29,마이럭키데이,0055382,부산경남,한국,진입불량,신우철,110056,불합격,출발미합(신),월터 루카스(주로조교),수,토마스,070194,20260418,1
2,4,29,선더불릿,0055210,부산경남,한국,조교불충분,류주영,112004,출전취소,출발미합(신),월터 루카스(주로조교),수,토마스,070194,20260418,1
4,5,29,로드투파이터,0051461,부산경남,한국,-,최종복,065126,합격,출발지정(재),이홍락(기수),거,김도현,070250,20260418,1
2,6,29,모닝아리아,0055434,부산경남,한국,-,김중길,105057,합격,출발미합(신),한종혁(주로조교),암,이정표,070132,20260418,1
2,7,29,스트로베리킹,0055612,부산경남,한국,-,(주)금악목장,106171,합격,출발미합(신),양인혁(주로조교),수,이정표,070132,20260418,1
4,8,29,최강따봉,0050961,부산경남,한국,-,전종섭,105008,합격,출발지정(재),손병직(조교사),암,손병직,070246,20260418,1
8,9,29,블루스카이,0042272,부산경남,한국,-,박광순,104131,합격,출발지정(휴),미티키(주로조교),암,이상영,070141,20260418,1
2,1,28,오아시스타임,0055365,부산경남,한국,-,이장현,117004,합격,출발미합(신),박성식(주로조교),수,백광열,070130,20260415,1
2,2,28,최강치타,0053859,부산경남,한국,-,전종섭,105008,합격,출발지정(재),샤바즈 알람(주로조교),수,강형곤,070134,20260415,1
3,3,28,슈퍼크라운,0053232,부산경남,한국,-,선형조,121055,합격,출발미합(신),정현(주로조교),암,문현철,070249,20260415,1
3,4,28,퍼플하트,0053738,부산경남,한국,-,(주)디알엠씨티,114026,합격,출발미합(신),문성혁(주로조교),수,문현철,070249,20260415,1
3,5,28,팬텀킹,0051774,부산경남,한국,-,김호영,115009,합격,출발지정(재),이충훈(주로조교),거,토마스,070194,20260415,1
4,6,28,로드투파이터,0051461,부산경남,한국,-,최종복,065126,합격,출발지정(재),이홍락(기수),거,김도현,070250,20260415,1
2,7,28,스톰프린스,0055648,부산경남,한국,-,함평제일,121026,합격,출발미합(신),라니단싱(주로조교),수,김도현,070250,20260415,1
2,8,28,용비천마,0056196,부산경남,한국,-,정성진,122013,합격,출발미합(신),조창욱(주로조교),수,김도현,070250,20260415,1
2,9,28,해랑루비,0055320,부산경남,한국,-,이은영,122008,합격,출발미합(신),운카 싱(주로조교),수,김도현,070250,20260415,1
2,10,28,로지스트퀸,0054084,부산경남,한국,-,김정두,065066,합격,출발미합(신),양인혁(주로조교),암,이정표,070132,20260415,1
3,11,28,서부댄싱,0052436,부산경남,한국,출발불량,부희연,112296,불합격,출발지정(재),김경주(주로조교),거,라이스,070186,20260415,1
6,12,28,노던비드,0045807,부산경남,한국,-,이시돌협회,103012,합격,출발(합격유보),발리콜(주로조교),거,라이스,070186,20260415,1
2,1,27,닥터프린스,0055500,부산경남,한국,출발불량,권혁희,117002,불합격,출발미합(신),손경민(기수),수,백광열,070130,20260411,1
2,2,27,닥터디렉션,0057500,부산경남,한국,-,권혁희,117002,합격,출발미합(신),홍환웅(주로조교),수,백광열,070130,20260411,1
1,3,27,닥터에이트,0056540,부산경남,한국,-,권혁희,117002,합격,출발미합(신),이승우(주로조교),수,백광열,070130,20260411,1
2,4,27,오아시스타임,0055365,부산경남,한국,출발자세불량,이장현,117004,불합격,출발미합(신),타텐다(주로조교),수,백광열,070130,20260411,1
2,5,27,최강치타,0053859,부산경남,한국,-,전종섭,105008,합격,출발지정(재),샤바즈 알람(주로조교),수,강형곤,070134,20260411,1
2,6,27,루나크라운,0060839,부산경남,호주,출발불량,류화영,113115,불합격,출발미합(신),조인우(주로조교),암,김혜선,070292,20260411,1
3,7,27,브리도삼손,0052961,부산경남,한국,-,조수영,122019,합격,출발미합(신),정진성(주로조교),수,김혜선,070292,20260411,1
4,8,27,구글카,0051701,부산경남,한국,조교불충분,김병준,123029,출전취소,출발지정(주),아딜 모하매드(주로조교),거,구영준,070176,20260411,1
3,9,27,팬텀킹,0051774,부산경남,한국,진입불량,김호영,115009,불합격,출발지정(재),이충훈(주로조교),거,토마스,070194,20260411,1
3,10,27,로드투에이스,0051795,부산경남,한국,-,최종복,065126,합격,출발지정(재),김태경(주로조교),거,장세한,070127,20260411,1
3,11,27,퀵무브즈,0053112,부산경남,한국,-,손병철,110058,합격,출발(합격유보),하리 싱(주로조교),거,최기홍,070129,20260411,1
4,12,27,최강따봉,0050961,부산경남,한국,출발자세불량,전종섭,105008,불합격,출발지정(재),손병직(조교사),암,손병직,070246,20260411,1
3,13,27,서부댄싱,0052436,부산경남,한국,-,부희연,112296,합격,출발지정(재),김경주(주로조교),거,라이스,070186,20260411,1
2,1,26,닥터프린스,0055500,부산경남,한국,출발불량,권혁희,117002,불합격,출발미합(신),손경민(기수),수,백광열,070130,20260408,1
2,2,26,최강치타,0053859,부산경남,한국,출발자세불량,전종섭,105008,불합격,출발지정(재),박종승(주로조교),수,강형곤,070134,20260408,1
3,3,26,슈퍼크라운,0053232,부산경남,한국,출발불량,선형조,121055,불합격,출발미합(신),정현(주로조교),암,문현철,070249,20260408,1
3,4,26,퍼플하트,0053738,부산경남,한국,출발자세불량,(주)디알엠씨티,114026,불합격,출발미합(신),문성혁(주로조교),수,문현철,070249,20260408,1
3,5,26,팬텀킹,0051774,부산경남,한국,-,김호영,115009,합격,출발지정(재),이충훈(주로조교),거,토마스,070194,20260408,1
3,6,26,로드투에이스,0051795,부산경남,한국,-,최종복,065126,합격,출발지정(재),김태경(주로조교),거,장세한,070127,20260408,1
4,7,26,최강따봉,0050961,부산경남,한국,출발자세불량,전종섭,105008,불합격,출발지정(재),손병직(조교사),암,손병직,070246,20260408,1
3,8,26,서부댄싱,0052436,부산경남,한국,출발불량,부희연,112296,불합격,출발지정(재),김경주(주로조교),거,라이스,070186,20260408,1
2,1,25,닥터프린스,0055500,부산경남,한국,출발불량,권혁희,117002,불합격,출발미합(신),이승우(주로조교),수,백광열,070130,20260404,1
2,2,25,퍼플하트,0053738,부산경남,한국,출발불량,(주)디알엠씨티,114026,불합격,출발미합(신),찬드라빌 싱(주로조교),수,문현철,070249,20260404,1
3,3,25,구글카,0051701,부산경남,한국,-,김병준,123029,합격,출발지정(재),아딜 모하매드(주로조교),거,구영준,070176,20260404,1
3,4,25,팬텀킹,0051774,부산경남,한국,진입불량,김호영,115009,불합격,출발지정(재),이충훈(주로조교),거,토마스,070194,20260404,1
3,5,25,로드투에이스,0051795,부산경남,한국,출발자세불량,최종복,065126,불합격,출발지정(재),김태경(주로조교),거,장세한,070127,20260404,1
4,6,25,프라임록,0054679,부산경남,미국,-,곽종수,104123,합격,출발지정(재),키샨싱(주로조교),거,강은석,070223,20260404,1
4,7,25,최강따봉,0050961,부산경남,한국,출발자세불량,전종섭,105008,불합격,출발지정(재),손병직(조교사),암,손병직,070246,20260404,1
8,8,25,블루스카이,0042272,부산경남,한국,-,박광순,104131,합격,출발지정(재),미티키(주로조교),암,이상영,070141,20260404,1
3,9,25,서부댄싱,0052436,부산경남,한국,-,부희연,112296,합격,출발지정(재),김경주(주로조교),거,라이스,070186,20260404,1
8,10,25,마하타이탄,0043191,부산경남,한국,-,김현우,117035,합격,출발지정(재),김대연(주로조교),수,권승주,070086,20260404,1
2,1,24,닥터케세라,0056634,부산경남,한국,-,권혁희,117002,합격,출발미합(신),박성식(주로조교),수,백광열,070130,20260401,1
2,2,24,닥터프린스,0055500,부산경남,한국,출발불량,권혁희,117002,불합격,출발미합(신),손경민(기수),수,백광열,070130,20260401,1
2,3,24,오아시스희망,0055125,부산경남,한국,-,이종훈,105127,합격,출발미합(신),홍환웅(주로조교),수,백광열,070130,20260401,1
3,4,24,아유레디,0053356,부산경남,한국,-,김무현,106043,합격,출발지정(재),조인권(기수),암,임성실,070251,20260401,1
3,5,24,팬텀킹,0051774,부산경남,한국,조교불충분,김호영,115009,출전취소,출발지정(재),김용식(주로조교),거,토마스,070194,20260401,1
3,6,24,로드투에이스,0051795,부산경남,한국,출발자세불량,최종복,065126,불합격,출발지정(재),김태경(주로조교),거,장세한,070127,20260401,1
3,7,24,압도적넘버원,0051759,부산경남,한국,-,김진영a,105040,합격,출발지정(재),남정혁(기수),거,손병직,070246,20260401,1
4,8,24,최강따봉,0050961,부산경남,한국,-,전종섭,105008,합격,출발지정(재),손병직(조교사),암,손병직,070246,20260401,1
8,9,24,블루스카이,0042272,부산경남,한국,-,박광순,104131,합격,출발지정(재),미티키(주로조교),암,이상영,070141,20260401,1
8,10,24,마하타이탄,0043191,부산경남,한국,-,김현우,117035,합격,출발지정(재),김대연(주로조교),수,권승주,070086,20260401,1
4,1,23,오아시스레드,0051069,부산경남,한국,-,이종훈,105127,합격,출발지정(재),박성식(주로조교),수,백광열,070130,20260328,1
2,2,23,동남걸,0053706,부산경남,한국,-,최상배,111076,합격,출발지정(주),전민철(주로조교),암,김혜선,070292,20260328,1
3,3,23,구글카,0051701,부산경남,한국,-,김병준,123029,합격,출발지정(재),아딜 모하매드(주로조교),거,구영준,070176,20260328,1
3,4,23,아유레디,0053356,부산경남,한국,-,김무현,106043,합격,출발지정(재),김기동(주로조교),암,임성실,070251,20260328,1
3,5,23,차밍스텔라,0060849,부산경남,미국,-,정영광,104117,합격,출발지정(신),월터 루카스(주로조교),수,토마스,070194,20260328,1
3,6,23,팬텀킹,0051774,부산경남,한국,-,김호영,115009,합격,출발지정(재),이충훈(주로조교),거,토마스,070194,20260328,1
2,7,23,전성시대,0054581,부산경남,한국,-,정순옥,119003,합격,출발미합(신),더그 싱(주로조교),암,구민성,070173,20260328,1
5,8,23,커넥트마린,0053813,부산경남,미국,-,이경희,112286,합격,출발지정(재),서창효(주로조교),거,양영남,070263,20260328,1
2,9,23,화성번개,0054007,부산경남,한국,-,이동좌,106080,합격,출발지정(재),박진영(주로조교),거,양영남,070263,20260328,1
2,10,23,코어타이거,0053987,부산경남,한국,-,(주)메타플렉스,125014,합격,출발미합(신),박현우(주로조교),수,유현명,070291,20260328,1
4,11,23,프라임록,0054679,부산경남,미국,출발자세불량,곽종수,104123,불합격,출발지정(재),루시아노 실바(주로조교),거,강은석,070223,20260328,1
7,12,23,챔프고,0044851,부산경남,한국,-,류주영,112004,합격,출발지정(주),최봉수(주로조교),거,강은석,070223,20260328,1
3,13,23,압도적넘버원,0051759,부산경남,한국,-,김진영a,105040,합격,출발지정(재),남정혁(기수),거,손병직,070246,20260328,1
4,14,23,최강따봉,0050961,부산경남,한국,출발자세불량,전종섭,105008,불합격,출발지정(재),손병직(조교사),암,손병직,070246,20260328,1
5,15,23,국대히어로,0047013,부산경남,한국,-,정영광,104117,합격,출발지정(재),이대연(주로조교),수,권승주,070086,20260328,1
2,16,23,무한대빛,0054105,부산경남,한국,-,이경헌,124041,합격,출발(합격유보),이성수(주로조교),수,권승주,070086,20260328,1
4,1,22,오아시스레드,0051069,부산경남,한국,-,이종훈,105127,합격,출발지정(재),박성식(주로조교),수,백광열,070130,20260325,1
3,2,22,아유레디,0053356,부산경남,한국,출발불량,김무현,106043,불합격,출발지정(재),김기동(주로조교),암,임성실,070251,20260325,1
3,3,22,차밍스텔라,0060849,부산경남,미국,조교불충분,정영광,104117,출전취소,출발지정(신),김용식(주로조교),수,토마스,070194,20260325,1
3,4,22,케러비언스톰,0053134,부산경남,한국,조교불충분,범한산업,106114,출전취소,출발미합(신),루벤(주로조교),암,토마스,070194,20260325,1
5,5,22,커넥트마린,0053813,부산경남,미국,-,이경희,112286,합격,출발지정(재),서창효(주로조교),거,양영남,070263,20260325,1
5,6,22,국대히어로,0047013,부산경남,한국,-,정영광,104117,합격,출발지정(재),이성수(주로조교),수,권승주,070086,20260325,1
3,1,21,경복아라미스,0052932,부산경남,한국,-,손병석,123009,합격,출발미합(신),조인우(주로조교),암,김혜선,070292,20260321,1
5,2,21,디스웨이,0047382,부산경남,한국,-,퍼플라인,121053,합격,출발지정(재),서현철(주로조교),암,임성실,070251,20260321,1
3,3,21,케러비언스톰,0053134,부산경남,한국,진입불량,범한산업,106114,불합격,출발미합(신),월터 루카스(주로조교),암,토마스,070194,20260321,1
3,4,21,무적비행,0051452,부산경남,한국,-,김흥보,104118,합격,출발불량(연속)(2/2),문상희(주로조교),암,조용배,070137,20260321,1
2,5,21,로스트킹덤,0060787,부산경남,한국,조교불충분,태강,124042,출전취소,출발미합(신),김형철(주로조교),수,유현명,070291,20260321,1
2,6,21,푸른신기,0053286,부산경남,한국,-,이경헌,124041,합격,출발미합(신),김승윤(주로조교),수,최기홍,070129,20260321,1
4,7,21,최강따봉,0050961,부산경남,한국,출발자세불량,전종섭,105008,불합격,출발지정(재),손병직(조교사),암,손병직,070246,20260321,1
2,8,21,서부메달,0054059,부산경남,한국,-,부준혁,121025,합격,출발미합(신),김경주(주로조교),수,라이스,070186,20260321,1
